product_id,place_id,product,product_description,product_type,price
1263,0,Fried Sauce with African Meatballs,"If you love the classic meatball, you will enjoy these meatballs stirred in Nigerian sauce. It is easy to make and tasty to eat. A crowd-pleasing recipe with inexpensive ingredients.",meal,900
1264,0,Grilled Plantains,"Grilled plantain is a street food in Nigeria. A satisfying plantain recipe that is grilled over hot charcoal. All you need is a ripe plantain; no salt or sugar is required. It hits differently when you serve it with groundnut, pepper sauce, or fried egg.",meal,1300
1265,0,Style Chicken Fried Rice,Which variation of fried rice do you know? You should add this Nigeria-style version to your menu. It is a perfect way to transform leftover rice in your kitchen into something magical and delicious. It is an excellent choice on weeknights because of the minimal prep required to make it.,meal,1000
1266,1,African Masa Recipe,"African masa is a delicious traditional Nigerian recipe is delicious and easy to cook. It is a rice pudding with a mix of yeast, baking soda, sugar, and salt. It is fluffy and tender for kids and adults.",meal,300
1267,1,Jollof Rice – Oven Baked,Oven-baked jollof rice is a variation of the deep-flavored classic jollof rice. It simply uses the same ingredients for Jollof but is cooked in the oven. It is an easy way to make delicious Jollof without compromising its flavor.,meal,2100
1268,1,Plantain fufu,"This is another version of fufu made from green plantain instead of cassava. A plain delicious gluten-free swallow served with any soup of choice. Specifically, plantain fufu is ideal for people living with diabetes because it has low sugar content.",meal,2400
1269,1,Akara,"Ever heard of the fried black-eyed peas fritters served in Nigerian homes on weekends with pap? The black-eyed pea is blended with pepper and fried to make an irresistible golden ball. It is a filling and delicious vegetarian-friendly meal that you should try. Pair with bread, garri (cassava flakes), or a bowl of salad.",snacks,600
1270,1,West African Coconut Rice,Coconut rice is a great option if you want to make something different from the classic rice. The rice is cooked in coconut milk to give a rich and exotic savor. This coconut rice is a simple recipe loaded with flavor.,meal,1200
1271,1,Chicken Stew,"How about a bowl of chicken cooked in a pot of pepper with aromatics and seasonings? This home-style stew bangs whenever served with white rice and spaghetti. Simple one-pot chicken stew is deep, exotic, and flavourful.",meal,2300
1272,1,Fufu,"Fufu is known throughout West Africa, and it tops the list on the menu of Nigerian swallows. Usually, the cassava is processed and cooked into a smooth, starchy, and stretchy dough. We don’t eat it alone. It is served with delicious soups like ewedu and egusi to accompany it down the throat.",meal,1000
1273,1,West African Pepper Sauce,"This is an outstanding condiment that intensifies the flavor and taste of meals. It is a spicy sauce made with habaneros, tomatoes, and aromatics. This is a must-have condiment if you want to make a quick meal without starting from scratch.",meal,1100
1274,1,Suya Spice,"A spicy seasoning spice for your food. Make your own suya powder mix with peanut butter, smoked paprika, red chili, onion, ginger and garlic powder, nutmeg, and so on. Once you make it, you can add it to fish, potatoes, turkey, beef, chicken, and more.",meal,700
1275,1,Fried Sauce with African Meatballs,"If you love the classic meatball, you will enjoy these meatballs stirred in Nigerian sauce. It is easy to make and tasty to eat. A crowd-pleasing recipe with inexpensive ingredients.",meal,1300
1276,1,Grilled fish,"This is a mode of preserving fish by smoking or drying the fish. The smoked or grilled fish becomes a flavourful addition to any of your food. It infuses a unique smoky flavor that changes the entire taste of your meal. Normally, you can find this in the African market, but you can make your own at home.",meal,1700
1277,1,Pepper Stew,"Ata lilo is a blended mix of bell peppers, habanero, tomatoes, chili pepper, onions, and vegetable oil. It is a base recipe for most stews and soups. You can always make it ahead to make other food preparation faster.",meal,1300
1278,1,Eba,"This is a Nigerian swallow that is made with garri and boiling water. This dough-like swallow is easy to make. Eba is filling and awesome when served with delicious Nigerian soups like ewedu, okro, spinach stew, egusi soup, and catfish stew.",meal,2100
1279,1,Fried plantains,"Also known as dodo in Yoruba dialect. The sweet and soft brown crusty dodo caramelizes in your mouth, and you surely want more. It is so addictive that you can finish it even before frying the batches because of its sweet, savory taste. You can pair this amazing side dish with white rice, jollof rice, stewed beans, and couscous.",meal,600
1280,1,Stick Meat,Everyone loves fried beef. Indulge yourself with addictive chunks of fried meat arranged on sticks with bell peppers. It is a regular starter at parties and a colorful Nigerian snack.,meal,1200
1281,2,West African Coconut Rice,Coconut rice is a great option if you want to make something different from the classic rice. The rice is cooked in coconut milk to give a rich and exotic savor. This coconut rice is a simple recipe loaded with flavor.,meal,1800
1282,2,Fried Sauce with African Meatballs,"If you love the classic meatball, you will enjoy these meatballs stirred in Nigerian sauce. It is easy to make and tasty to eat. A crowd-pleasing recipe with inexpensive ingredients.",meal,1000
1283,2,Hearty Salmon Stew,"This spicy stew consists of delicious salmon soaked in a well-seasoned pepper mix. It is warm, savory, and boldly flavored with appealing bright-red color. Enjoy this rich and bold hearty salmon stew with any food you choose.",meal,2000
1284,2,Egusi Soup,The list of Nigerian soups cannot be complete without Egusi soup. Egusi soup is made from melon seed from the gourd family. The melon seed is grounded and made into a ball with a mix of leafy vegetables and pepper. There are various ways of making egusi; you will like the Egusi Ijebu Recipe and Lumpy Egusi Stew. Served it with any swallow or rice to enjoy.,meal,1400
1285,2,Ogbono Soup,"Another delightful soup is made with ogbono seeds (wild mango seeds). The traditional soup is a thick, hearty stew featuring all meat and fish in one pot. It is a great option to eat any swallow of choice.",meal,1100
1286,2,Ewa Agoyin (Ewa Aganyin),"This is another sweet beans recipe that is popular street food in Nigeria. The beans is cooked until it is tender and mashed. Then the special agoyin sauce made with dried chili pepper, bell pepper, and onions is served on the beans. It is enjoyed with sweet soft bread and any drink of choice. Filling, delicious and yummy.",meal,2500
1287,2,Stick Meat,Everyone loves fried beef. Indulge yourself with addictive chunks of fried meat arranged on sticks with bell peppers. It is a regular starter at parties and a colorful Nigerian snack.,meal,1900
1288,2,Okro Pepper Soup,"Okro pepper soup combines okro, pepper, palm oil, and protein made in one pot. It is a unique, slimy, and viscous soup served with swallows like eba and amala. You can switch the taste and make another version of Okro Soup with spinach.",meal,1100
1289,2,Akara,"Ever heard of the fried black-eyed peas fritters served in Nigerian homes on weekends with pap? The black-eyed pea is blended with pepper and fried to make an irresistible golden ball. It is a filling and delicious vegetarian-friendly meal that you should try. Pair with bread, garri (cassava flakes), or a bowl of salad.",snacks,600
1290,2,Stuffed Savory Masa (Waina),"This Northern Nigerian recipe is made from fermented rice and cooked in a Masa pan. This savory version combines rice, ginger, yogurt, baking powder, onion, yeast, sugar, and so on. It is a kid-friendly traditional meal.",meal,2900
1291,2,Goat Meat Pepper Soup,Hot and spicy pepper soup with chunks of goat meat and a cup of your favorite drink is a delight to the soul. This recipe is exotic in African restaurants and delivers a unique and bold flavor.,meal,1700
1292,2,Jollof Rice – Oven Baked,Oven-baked jollof rice is a variation of the deep-flavored classic jollof rice. It simply uses the same ingredients for Jollof but is cooked in the oven. It is an easy way to make delicious Jollof without compromising its flavor.,meal,1600
1293,2,Grilled fish,"This is a mode of preserving fish by smoking or drying the fish. The smoked or grilled fish becomes a flavourful addition to any of your food. It infuses a unique smoky flavor that changes the entire taste of your meal. Normally, you can find this in the African market, but you can make your own at home.",meal,2900
1294,2,Jollof Rice,"The popular jollof rice is a classic recipe that makes it to almost all special occasions in Nigeria. It is a rich, tasty, and elegant meal consisting of rice cooked with pepper, broth, seasoning, and spices in one pot. Serve this amazing meal with any protein of your choice.",meal,1400
1295,2,Turkey Stew – African Style,"A classic combination of blended pepper mix and turkey seasoned and garnished with herbs. The turkey brings in that exotic flavor that will make you return for more. Serve it over rice, couscous, or sweet bread.",meal,2000
1296,2,Chicken Pepper Soup,"Are you looking for a bowl of comforting and satisfying delicacy? This hot and spicy chicken pepper soup is a great choice. It is hearty, nutrient-dense, and bold with elegant flavor. Cut in some green plantains or potatoes while cooking and enjoy.",meal,2300
