order_id,customer_id,product_id,distance,product_rating,date,review,time_taken,place_id,product,product_description,product_type,place_type,place_name,place_address,place_phone_no
2918,371,1772,29.5,4,4-12-22,1,36,30,The Classic Nigerian Salad,Are you looking for a quick and tasty salad recipe? This salad recipe is a great choice. It is a versatile recipe you can serve as an appetizer and main dish. It is a colorful bowl of nutritious and filling vegetables.,meal,restaurant,Double Four Restaurant & Eatery,"2A, Saka Jojo Street, Victoria Island, Lagos, Nigeria",0709 800 7317
2919,862,3437,34.17,3,8-12-22,0,59,72,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,cafes,Moonshine Cafe,"7A Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
2920,630,1533,11.92,5,14-7-22,1,33,16,Stuffed Savory Masa (Waina),"This Northern Nigerian recipe is made from fermented rice and cooked in a Masa pan. This savory version combines rice, ginger, yogurt, baking powder, onion, yeast, sugar, and so on. It is a kid-friendly traditional meal.",meal,restaurant,Cheesy Restaurant & Snacks Bar,"66 Ijaiye Ogba, Ikeja, Lagos, Nigeria",0802 343 2160
2921,317,1789,4.76,1,7-5-22,-1,22,31,Ewedu – Jute Leaves Soup,"This is a unique soup made from jute leaves. An easy-make soup with a slimy texture to aid the eating of swallows like eba, amala and semo. This green soup is rich and delicious. You can serve it with beans soup, beef, fish, or chicken stew.",meal,restaurant,Eat It All,"46, Bode Thomas Street, Ikeja, Lagos, Nigeria",0803 049 1095
2922,399,2802,15.22,1,21-7-22,-1,23,26,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,restaurant,Cuisine Africana Restaurant,"54 Shomade Crescent, Surulere, Lagos, Nigeria",01 585 2005
2923,843,3296,28.86,5,1-8-22,1,32,62,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,restaurant,Prime Chinese Restaurants,"Plot 860, Bishop Abayode Cole Street, Victoria Island, Lagos, Nigeria","0816 310 5537, 0803 306 5107"
2924,654,2234,33.75,3,10-5-22,0,58,57,Stuffed Savory Masa (Waina),"This Northern Nigerian recipe is made from fermented rice and cooked in a Masa pan. This savory version combines rice, ginger, yogurt, baking powder, onion, yeast, sugar, and so on. It is a kid-friendly traditional meal.",meal,restaurant,Ms Food,"6, Olawaiye Street, off Anifowoshe, Akinremi str., Ikeja, Lagos Nigeria",0703 017 5434
2925,427,3585,9.91,4,30-5-22,1,25,80,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,cafes,Stories Lagos,,
2926,13,1695,21.72,4,21-11-22,1,29,25,Stick Meat,Everyone loves fried beef. Indulge yourself with addictive chunks of fried meat arranged on sticks with bell peppers. It is a regular starter at parties and a colorful Nigerian snack.,meal,restaurant,Creek House Brasserie,"3, Ashabi Adedire Street, Opposite Apapa Boat Club, Apapa Lagos, Lagos","0808 532 1147, 0813 910 5423"
2927,669,1571,11.48,5,23-9-22,1,29,18,Beef Stew,"This stew consists of tenderly cooked beef soaked in a delicious broth. Furthermore, this pot of red stew is nutritious and rich. You can serve it with bread, white rice, couscous and so on.",meal,restaurant,Chief Delight Restaurant,"14 Bornu Crescent, Apapa, Lagos State, Nigeria",+234 1 5872413
2928,223,2247,34.11,3,7-6-22,0,54,57,Jollof Rice – Oven Baked,Oven-baked jollof rice is a variation of the deep-flavored classic jollof rice. It simply uses the same ingredients for Jollof but is cooked in the oven. It is an easy way to make delicious Jollof without compromising its flavor.,meal,restaurant,Ms Food,"6, Olawaiye Street, off Anifowoshe, Akinremi str., Ikeja, Lagos Nigeria",0703 017 5434
2929,750,1826,5.27,3,25-12-22,0,13,33,Hearty Salmon Stew,"This spicy stew consists of delicious salmon soaked in a well-seasoned pepper mix. It is warm, savory, and boldly flavored with appealing bright-red color. Enjoy this rich and bold hearty salmon stew with any food you choose.",meal,restaurant,Emperor's Hotels & Restaurant,"12A Opebi Road, Ikeja, Lagos Nigeria","0909 868 9016, 0708 144 9307, 0803 332 1269"
2930,795,3494,20.39,2,24-2-22,-1,40,75,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,cafes,Art Cafe," 282 Akin Olugbade St, Victoria Island, Lagos, Nigeria",
2931,420,1014,28.97,3,28-2-22,0,52,76,Zobo,"Zobo is made by boiling the hibiscus plant flower in water together with other ingredients such as ginger, garlic, pineapple and the rest of them you wish to add to your own taste.",drink,cafes,MY COFFEE,,
2932,535,966,39.79,5,29-6-22,1,52,73,Whisky,"While brandy is generally made from grapes, that is, any distilled liquor made from fermented fruit juice is called brandy. Whiskey is made from grain, typically malted barley, corn, or other cereal grains, which is essentially brewed and fermented into beer.",drink,cafes,MyYa’s Cafe,"Plot 1, Block, 4 Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
2933,439,3549,27.82,5,22-1-22,1,41,78,Plantain Puff Puff,"meal_description    While making this version of puff puff, we add plantain to give a unique taste. It is equally soft and sweet with a chewy texture. You can make this version if you want a different taste from the classic puff puff recipe.",snacks,cafes,Ziya Delicacy Boutique,"26B Oju Olobun Cl, Lagos, Nigeria",
2934,213,1342,32.29,3,9-5-22,0,46,5,Ogbono Soup,"Another delightful soup is made with ogbono seeds (wild mango seeds). The traditional soup is a thick, hearty stew featuring all meat and fish in one pot. It is a great option to eat any swallow of choice.",meal,restaurant,Anis Restaurant,"11 Simpson Street, Lagos Island, Lagos, Nigeria",01 263 7556
2935,125,3034,4.68,5,5-9-22,1,21,43,Fish Pastry,"meal_description    Basically, it is called fish pastry because the filling is fish. It is another popular snack that you can get on the street. The fish pastry is sweet, crispy, and crunchy.",snacks,restaurant,La Giara Restaurant,"30 Mobolaji Bank Anthony Way, Ikeja, Lagos, Nigeria",01 280 0100
2936,690,3733,6.36,3,11-5-22,0,14,89,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,cafes,Oeuvres Patisserie,"Ogudu Mall, Ogudu, Lagos",
2937,154,1114,35.01,3,27-3-22,0,52,81,Adoyo,The main source of adoyo is pineapple and pap(made from corn). Adoyo which is pap paired with pineapple improves the sour taste that naturally comes with pap,drink,cafes,La Pointe Cafe,"4A Akin Olugbade Street, Victoria Island, Lagos, Nigeria",
2938,560,2404,1.12,2,22-7-22,-1,16,66,Style Chicken Fried Rice,Which variation of fried rice do you know? You should add this Nigeria-style version to your menu. It is a perfect way to transform leftover rice in your kitchen into something magical and delicious. It is an excellent choice on weeknights because of the minimal prep required to make it.,meal,restaurant,"The Kitchen, Lekki","21, Oladimeji Alo Street, Off Freedom Way, Lekki Phase 1, Lagos",0906 999 9996
2939,471,1269,27.38,5,24-7-22,1,48,1,Akara – Black Eyed Peas Fritters,"Ever heard of the fried black-eyed peas fritters served in Nigerian homes on weekends with pap? The black-eyed pea is blended with pepper and fried to make an irresistible golden ball. It is a filling and delicious vegetarian-friendly meal that you should try. Pair with bread, garri (cassava flakes), or a bowl of salad.",meal,restaurant,Abibiz Restaurant,"Murtala Mohammed International Airport, Ikeja, Lagos, Nigeria","0803 302 4280, 01 773 1431"
2940,450,987,19.79,5,27-8-22,1,26,74,Long Island Iced Tea,"Long island iced tea is made with tequila, vodka, light rum, triple sec, gin and a splash of cola.",drink,cafes,Godaïf Village,"Casa Asmarina, 26B Turnbull Rd, Ikoyi, Lagos, Nigeria",
2941,559,2451,15.11,5,21-7-22,1,35,68,Rice and Beans,You probably know white rice is cooked separately. But do you know you can cook rice and beans together in one pot? The classic combination is nutritious and super tasty. You can serve an inexpensive meal with any stew of choice to enjoy.,meal,restaurant,Zifney Bukka,"47CastleRockAvenue, Jakande Osapa London, Lagos",0708 865 9567
2942,926,3559,40.07,2,15-2-22,-1,66,79,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,cafes,Bourbon House Cafe,"741 Adeola Hopewell St, Victoria Island, Lagos, Nigeria",
2943,159,1023,18.29,4,3-7-22,1,22,76,Filter Coffee,This is one of the earliest types of coffee; probably the first type of coffee served in Nigeria. Ground coffee beans is poured inside hot or cold water and left to steep. This is then filtered out and the resulting coffee is taken black or with milk.,drink,cafes,MY COFFEE,,
2944,373,1792,4.92,2,3-5-22,-1,12,31,Asun (Smoked Goat Meat),"Smoked goat meat is an outstanding recipe. It is a great game recipe that is also suitable for family hangouts, picnics, and get-togethers. The meats are cut in chunks, seasoned, smoked, and stirred in blended spicy pepper.",meal,restaurant,Eat It All,"46, Bode Thomas Street, Ikeja, Lagos, Nigeria",0803 049 1095
2945,937,1172,22.27,1,21-9-22,-1,39,84,Chapman,"Typically made with alcoholic bitters, skip them, use non-alcoholic bitters or add a bit of grapefruit juice.",drink,cafes,Cafe One Yaba,"E-Center, 1-11 Commercial Ave, Sabo, Yaba, Lagos, Nigeria",
2946,508,2361,9.57,5,9-12-22,1,25,63,Stick Meat,Everyone loves fried beef. Indulge yourself with addictive chunks of fried meat arranged on sticks with bell peppers. It is a regular starter at parties and a colorful Nigerian snack.,meal,restaurant,Rehoboth Delicious,"13, Deji Olamiji, Gbagada, Kosofe, Lagos, Nigeria","0809 156 0927, 0802 315 7707"
2947,136,1128,4.9,5,23-7-22,1,13,82,Beer,"Beer is brewed from cereal grains most commonly from malted barley, however, wheat, corn, and rice are also used.",drink,cafes,Grey Matter Social Space,"21C Akin Ogunlewe St, Victoria Island, Lagos, Nigeria",
2948,666,3737,11.05,2,13-9-22,-1,20,89,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,cafes,Oeuvres Patisserie,"Ogudu Mall, Ogudu, Lagos",
2949,887,2504,11.23,5,25-11-22,1,34,3,Sausage Rolls,The sausage roll is another popular Nigerian pastry with a crunchy exterior and yummy filling. The snack is made up of batter dough filled with sausage meat. You can make it with other pastries to taste varieties. Enjoy with your favorite juice.,snacks,restaurant,Aldente,"S11 Lagos City Mall, Onikan, Lagos, Nigeria","01 444 3944, 01 791 2942"
2950,718,3511,26.03,5,14-12-22,1,45,76,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,cafes,MY COFFEE,,
2951,672,2260,40.19,3,22-8-22,0,59,58,Fried Sauce with African Meatballs,"If you love the classic meatball, you will enjoy these meatballs stirred in Nigerian sauce. It is easy to make and tasty to eat. A crowd-pleasing recipe with inexpensive ingredients.",meal,restaurant,New China Restaurant,"Mobolaji Bank Anthony Way, Opic Plaza, Ikeja, Lagos, Nigeria","0803 301 9983, 0704 322 2885"
2952,455,1232,19.8,5,18-7-22,1,28,88,Mojito,"Traditionally a Cuba drink, the mojito is a hugely popular cocktail and combines a mix of white rum, sugar (traditionally sugar cane juice), lime juice, sparkling water, and mint leaves",drink,cafes,Krispy Kreme," 389C Herbert Macaulay Way, Yaba, Lagos, Nigeria",
2953,34,1121,15.62,3,26-5-22,0,29,81,Martini,"Unarguably one of the most popular cocktails, the martini has various various such as the apple martini, dry martini and more. The standard martini is however made with gin and vermouth, and garnished with an olive or a lemon twist.",drink,cafes,La Pointe Cafe,"4A Akin Olugbade Street, Victoria Island, Lagos, Nigeria",
2954,291,970,20.09,5,4-7-22,1,40,73,Mojito,"Traditionally a Cuba drink, the mojito is a hugely popular cocktail and combines a mix of white rum, sugar (traditionally sugar cane juice), lime juice, sparkling water, and mint leaves",drink,cafes,MyYa’s Cafe,"Plot 1, Block, 4 Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
2955,306,1581,11.02,5,2-3-22,1,27,19,Fufu,"Fufu is known throughout West Africa, and it tops the list on the menu of Nigerian swallows. Usually, the cassava is processed and cooked into a smooth, starchy, and stretchy dough. We don’t eat it alone. It is served with delicious soups like ewedu and egusi to accompany it down the throat.",meal,restaurant,China Restaurant And Bar,"26, Metro College, Oshodi Isolo, Lagos, Nigeria",0806 329 5125
2956,647,1040,16.38,5,5-4-22,1,22,77,Cappuccino,"Cappuccino consist of a layer of Espresso, milk and foamy cream. ",drink,cafes,SEE Lagos,"36b Wole Ariyo St, Lekki Phase I, Lagos, Nigeria",
2957,216,1060,4.52,5,29-10-22,1,21,78,Cappuccino,"Cappuccino consist of a layer of Espresso, milk and foamy cream. ",drink,cafes,Ziya Delicacy Boutique,"26B Oju Olobun Cl, Lagos, Nigeria",
2958,201,960,25.99,2,19-1-22,-1,50,73,Margarita,"A citrusy cocktail, the margarita combines a mix of tequila, triple sec and lime or lemon juice, often served with salt on the rim of the glass.",drink,cafes,MyYa’s Cafe,"Plot 1, Block, 4 Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
2959,46,3506,13.46,5,27-4-22,1,21,76,Fish Pastry,"meal_description    Basically, it is called fish pastry because the filling is fish. It is another popular snack that you can get on the street. The fish pastry is sweet, crispy, and crunchy.",snacks,cafes,MY COFFEE,,
2960,432,3304,40.67,5,12-1-22,1,44,63,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,restaurant,Rehoboth Delicious,"13, Deji Olamiji, Gbagada, Kosofe, Lagos, Nigeria","0809 156 0927, 0802 315 7707"
2961,112,969,4.02,3,17-1-22,0,10,73, Smoothie,"A liquid foundation, such as fruit juice, or dairy products, such as milk, yoghurt, ice cream, or cottage cheese, is commonly used in smoothies.",drink,cafes,MyYa’s Cafe,"Plot 1, Block, 4 Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
